,dealAmountYear,dealAmountMonth,buildYear,dealYear,dealMonth,dealDay,dong,apartmentName,regionalCode,areaForExclusiveUse,floor
6919,"72,000",0,2019,2021,12,25,명일동,래미안솔베뉴,11740,59.11,26
6920,"14,546",20,2019,2021,12,27,명일동,래미안솔베뉴,11740,49.66,3
6921,"54,600",0,1986,2021,12,27,명일동,신동아,11740,127.33,8
6922,"30,000",0,1984,2021,12,27,명일동,삼익가든,11740,72.55,2
6923,"53,550",0,1986,2021,12,27,명일동,현대(고덕),11740,131.83,11
6924,"20,000",160,2019,2021,12,27,명일동,래미안솔베뉴,11740,59.11,6
6925,"42,000",0,1999,2021,12,27,명일동,명일엘지,11740,84.9,19
6926,"14,732",19,2019,2021,12,27,명일동,래미안솔베뉴,11740,49.68,8
6927,"50,000",0,1986,2021,12,27,명일동,명일우성,11740,84.93,7
6928,"48,000",0,1985,2021,12,28,명일동,고덕주공9,11740,83.52,13
6929,"50,000",0,1984,2021,12,28,명일동,삼익가든,11740,82.45,3
6930,"47,250",0,1986,2021,12,28,명일동,한양,11740,84.92,7
6931,"57,000",0,1983,2021,12,28,명일동,삼익그린2차,11740,66.87,4
6932,"16,985",26,2019,2021,12,28,명일동,래미안솔베뉴,11740,59.25,5
6933,"17,555",23,2019,2021,12,28,명일동,래미안솔베뉴,11740,59.25,20
6934,"34,500",0,1985,2021,12,29,명일동,고덕주공9,11740,83.21,3
6935,"13,976",18,2019,2021,12,29,명일동,래미안솔베뉴,11740,49.62,11
6936,"14,546",20,2019,2021,12,29,명일동,래미안솔베뉴,11740,49.62,8
6937,"14,546",20,2019,2021,12,30,명일동,래미안솔베뉴,11740,49.62,11
6938,"14,546",20,2019,2021,12,30,명일동,래미안솔베뉴,11740,49.66,6
6939,"34,650",0,1983,2021,12,30,명일동,삼익그린2차,11740,66.87,7
6940,"37,800",0,1988,2021,12,30,명일동,현대(명일),11740,83.8,10
6941,"36,700",0,1984,2021,12,30,명일동,삼익가든,11740,82.45,10
6942,"42,000",0,1984,2021,12,30,명일동,삼익그린2차,11740,54.81,4
6943,"43,050",0,1983,2021,12,31,명일동,삼익그린2차,11740,84.755,7
6944,"65,000",0,1992,2021,12,31,명일동,삼환,11740,84.92,13
6945,"37,800",0,1985,2021,12,31,명일동,고덕주공9,11740,83.52,13
6946,"46,000",0,1985,2021,12,31,명일동,고덕주공9,11740,83.52,4
6947,"12,925",46,2019,2021,12,31,명일동,래미안솔베뉴,11740,59.25,4
6948,"14,546",20,2019,2021,12,31,명일동,래미안솔베뉴,11740,49.68,3
6949,"60,000",80,2016,2021,12,1,고덕동,래미안힐스테이트고덕,11740,84.83,7
6950,"16,220",20,2020,2021,12,1,고덕동,고덕센트럴푸르지오,11740,40.09,23
6951,"20,000",170,2019,2021,12,1,고덕동,고덕그라시움,11740,59.785,19
6952,"62,000",0,2016,2021,12,1,고덕동,래미안힐스테이트고덕,11740,59.23,15
6953,"16,220",20,2020,2021,12,1,고덕동,고덕센트럴푸르지오,11740,40.09,18
6954,"35,000",0,2019,2021,12,1,고덕동,고덕그라시움,11740,59.785,21
6955,"87,000",0,2019,2021,12,1,고덕동,고덕그라시움,11740,84.244,9
6956,"44,100",0,2019,2021,12,1,고덕동,고덕그라시움,11740,59.052,2
6957,"11,704",37,2020,2021,12,1,고덕동,고덕센트럴푸르지오,11740,40.09,20
6958,"12,320",39,2020,2021,12,1,고덕동,고덕센트럴푸르지오,11740,40.09,23
6959,"12,320",39,2020,2021,12,1,고덕동,고덕센트럴푸르지오,11740,40.09,18
6960,"17,680",59,2019,2021,12,1,고덕동,고덕그라시움,11740,59.028,8
6961,"15,750",120,2019,2021,12,1,고덕동,고덕그라시움,11740,84.24,26
6962,"85,000",0,2019,2021,12,2,고덕동,고덕그라시움,11740,84.24,3
6963,"12,320",39,2020,2021,12,2,고덕동,고덕센트럴푸르지오,11740,40.09,16
6964,"12,320",39,2020,2021,12,2,고덕동,고덕센트럴푸르지오,11740,40.09,9
6965,"16,220",20,2020,2021,12,2,고덕동,고덕센트럴푸르지오,11740,40.09,16
6966,"6,160",52,2020,2021,12,2,고덕동,고덕센트럴푸르지오,11740,40.09,9
6967,"12,320",39,2020,2021,12,3,고덕동,고덕센트럴푸르지오,11740,40.09,24
6968,"20,000",180,2020,2021,12,3,고덕동,고덕센트럴푸르지오,11740,84.95,36
6969,"20,000",180,2020,2021,12,3,고덕동,고덕센트럴푸르지오,11740,84.95,36
6970,"80,000",0,2019,2021,12,3,고덕동,고덕그라시움,11740,84.244,6
6971,"160,000",0,2019,2021,12,3,고덕동,고덕그라시움,11740,127.765,30
6972,"60,000",90,2019,2021,12,3,고덕동,고덕그라시움,11740,84.244,13
6973,"100,000",0,2019,2021,12,3,고덕동,고덕그라시움,11740,84.24,24
6974,"99,000",0,2016,2021,12,3,고덕동,래미안힐스테이트고덕,11740,97.26,28
6975,"83,000",0,2016,2021,12,3,고덕동,래미안힐스테이트고덕,11740,84.83,3
6976,"43,050",0,2019,2021,12,4,고덕동,고덕그라시움,11740,59.785,4
6977,"57,750",0,2019,2021,12,4,고덕동,고덕그라시움,11740,84.24,6
6978,"67,200",0,2019,2021,12,4,고덕동,고덕그라시움,11740,84.24,16
6979,"10,000",165,2019,2021,12,4,고덕동,고덕그라시움,11740,84.24,7
6980,"70,000",0,2019,2021,12,4,고덕동,고덕그라시움,11740,59.785,7
6981,"50,000",100,2019,2021,12,4,고덕동,고덕그라시움,11740,73.566,15
6982,"68,250",0,2016,2021,12,4,고덕동,래미안힐스테이트고덕,11740,84.88,31
6983,"73,000",0,2019,2021,12,4,고덕동,고덕그라시움,11740,59.028,3
6984,"70,000",0,2020,2021,12,4,고덕동,고덕센트럴푸르지오,11740,59.14,29
6985,"42,000",0,2019,2021,12,4,고덕동,고덕그라시움,11740,59.052,3
6986,"95,000",0,2019,2021,12,4,고덕동,고덕그라시움,11740,84.24,6
6987,"52,500",0,2016,2021,12,6,고덕동,래미안힐스테이트고덕,11740,59.96,24
6988,"42,000",0,2019,2021,12,6,고덕동,고덕그라시움,11740,59.052,1
6989,"20,000",180,2020,2021,12,6,고덕동,고덕센트럴푸르지오,11740,84.95,35
6990,"12,320",39,2020,2021,12,6,고덕동,고덕센트럴푸르지오,11740,40.09,22
6991,"11,704",37,2020,2021,12,6,고덕동,고덕센트럴푸르지오,11740,40.09,23
6992,"68,250",0,2016,2021,12,6,고덕동,래미안힐스테이트고덕,11740,84.9,11
6993,"50,000",130,2019,2021,12,7,고덕동,고덕그라시움,11740,84.3,2
6994,"57,750",0,2019,2021,12,7,고덕동,고덕그라시움,11740,84.244,18
6995,"12,320",39,2020,2021,12,8,고덕동,고덕센트럴푸르지오,11740,40.09,16
6996,"89,000",0,2019,2021,12,8,고덕동,고덕그라시움,11740,127.765,14
6997,"27,000",45,2019,2021,12,8,고덕동,고덕그라시움,11740,59.052,13
6998,"55,000",0,2016,2021,12,8,고덕동,래미안힐스테이트고덕,11740,84.9,14
6999,"65,100",0,2019,2021,12,8,고덕동,고덕그라시움,11740,84.046,20
7000,"70,000",20,2019,2021,12,8,고덕동,고덕그라시움,11740,73.873,16
7001,"10,500",147,2019,2021,12,8,고덕동,고덕그라시움,11740,84.244,23
7002,"71,000",0,2016,2021,12,8,고덕동,래미안힐스테이트고덕,11740,59.35,6
7003,"10,000",225,2019,2021,12,9,고덕동,고덕그라시움,11740,73.873,3
7004,"70,000",0,2016,2021,12,9,고덕동,래미안힐스테이트고덕,11740,59.23,7
7005,"20,000",180,2020,2021,12,9,고덕동,고덕센트럴푸르지오,11740,84.99,32
7006,"66,500",0,2019,2021,12,9,고덕동,고덕그라시움,11740,84.244,31
7007,"60,000",110,2016,2021,12,10,고덕동,래미안힐스테이트고덕,11740,84.88,17
7008,"68,000",0,2020,2021,12,11,고덕동,고덕센트럴푸르지오,11740,59.14,21
7009,"13,800",150,2019,2021,12,11,고덕동,고덕그라시움,11740,84.244,19
7010,"65,000",0,2019,2021,12,11,고덕동,고덕그라시움,11740,84.24,3
7011,"75,000",0,2016,2021,12,11,고덕동,래미안힐스테이트고덕,11740,59.23,4
7012,"53,500",0,2016,2021,12,11,고덕동,래미안힐스테이트고덕,11740,59.96,7
7013,"70,300",0,2016,2021,12,11,고덕동,래미안힐스테이트고덕,11740,84.83,13
7014,"61,950",0,2019,2021,12,11,고덕동,고덕그라시움,11740,84.244,12
7015,"40,000",330,2019,2021,12,11,고덕동,고덕그라시움,11740,113.227,15
7016,"42,000",0,2019,2021,12,11,고덕동,고덕그라시움,11740,59.785,6
7017,"46,200",0,2019,2021,12,11,고덕동,고덕그라시움,11740,59.052,21
7018,"44,100",0,2019,2021,12,11,고덕동,고덕그라시움,11740,59.785,6
7019,"74,000",0,2019,2021,12,11,고덕동,고덕그라시움,11740,59.028,3
7020,"55,000",45,2019,2021,12,11,고덕동,고덕그라시움,11740,59.785,14
7021,"42,000",0,1996,2021,12,11,고덕동,아남1,11740,84.91,12
7022,"90,000",0,2011,2021,12,11,고덕동,고덕 아이파크,11740,84.98,12
7023,"5,000",190,2019,2021,12,12,고덕동,고덕그라시움,11740,59.785,14
7024,"75,000",0,2019,2021,12,12,고덕동,고덕그라시움,11740,84.244,5
7025,"5,000",220,2019,2021,12,13,고덕동,고덕그라시움,11740,59.785,6
7026,"90,000",0,2019,2021,12,14,고덕동,고덕그라시움,11740,73.566,5
7027,"68,250",0,2019,2021,12,15,고덕동,고덕그라시움,11740,84.046,7
7028,"70,000",50,2016,2021,12,15,고덕동,래미안힐스테이트고덕,11740,84.9,13
7029,"42,000",0,2019,2021,12,15,고덕동,고덕그라시움,11740,59.785,19
7030,"78,000",0,2019,2021,12,15,고덕동,고덕그라시움,11740,84.3,7
7031,"5,000",140,1996,2021,12,15,고덕동,아남1,11740,84.91,1
7032,"87,000",0,2019,2021,12,15,고덕동,고덕그라시움,11740,73.566,13
7033,"68,250",0,2019,2021,12,15,고덕동,고덕그라시움,11740,84.046,7
7034,"38,850",0,2019,2021,12,16,고덕동,고덕그라시움,11740,59.785,10
7035,"80,000",0,2019,2021,12,16,고덕동,고덕그라시움,11740,73.566,5
7036,"39,800",0,2019,2021,12,16,고덕동,고덕그라시움,11740,59.785,3
7037,"36,750",0,2019,2021,12,17,고덕동,고덕그라시움,11740,59.785,11
7038,"57,750",0,2019,2021,12,17,고덕동,고덕그라시움,11740,84.244,5
7039,"10,000",126,2019,2021,12,17,고덕동,고덕그라시움,11740,73.873,10
7040,"63,000",0,2016,2021,12,17,고덕동,래미안힐스테이트고덕,11740,84.88,28
7041,"82,000",0,2019,2021,12,17,고덕동,고덕그라시움,11740,84.244,33
7042,"80,000",0,2016,2021,12,17,고덕동,래미안힐스테이트고덕,11740,59.35,16
7043,"67,000",0,2016,2021,12,17,고덕동,래미안힐스테이트고덕,11740,84.88,13
7044,"68,250",0,2016,2021,12,17,고덕동,래미안힐스테이트고덕,11740,84.9,5
7045,"80,000",0,2016,2021,12,17,고덕동,래미안힐스테이트고덕,11740,59.35,16
7046,"20,000",50,2019,2021,12,18,고덕동,고덕그라시움,11740,59.785,14
7047,"75,000",0,2019,2021,12,18,고덕동,고덕그라시움,11740,84.24,27
7048,"63,000",0,2019,2021,12,18,고덕동,고덕그라시움,11740,84.244,15
7049,"67,000",0,2019,2021,12,18,고덕동,고덕그라시움,11740,59.052,13
7050,"75,000",0,2019,2021,12,18,고덕동,고덕그라시움,11740,84.24,27
7051,"95,000",0,2019,2021,12,18,고덕동,고덕그라시움,11740,84.046,3
7052,"75,000",0,2019,2021,12,18,고덕동,고덕그라시움,11740,59.785,2
7053,"90,000",0,2019,2021,12,18,고덕동,고덕그라시움,11740,84.244,4
7054,"3,000",230,2019,2021,12,18,고덕동,고덕그라시움,11740,59.785,7
7055,"51,450",0,2019,2021,12,18,고덕동,고덕그라시움,11740,84.046,2
7056,"65,000",0,2016,2021,12,18,고덕동,래미안힐스테이트고덕,11740,84.88,17
7057,"30,000",150,2019,2021,12,18,고덕동,고덕그라시움,11740,59.785,12
7058,"95,000",0,2019,2021,12,18,고덕동,고덕그라시움,11740,97.801,8
7059,"113,000",0,2016,2021,12,18,고덕동,래미안힐스테이트고덕,11740,97.26,18
7060,"117,000",0,2016,2021,12,18,고덕동,래미안힐스테이트고덕,11740,120.01,3
7061,"54,600",0,2016,2021,12,18,고덕동,래미안힐스테이트고덕,11740,59.23,28
7062,"22,000",140,2019,2021,12,19,고덕동,고덕그라시움,11740,59.785,2
7063,"94,500",0,2019,2021,12,20,고덕동,고덕그라시움,11740,113.398,29
7064,"40,950",0,1996,2021,12,20,고덕동,아남1,11740,84.91,12
7065,"60,000",0,1996,2021,12,20,고덕동,아남1,11740,71.2,2
7066,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,5
7067,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,4
7068,"6,754",67,2019,2021,12,21,고덕동,고덕그라시움,11740,59.052,7
7069,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,9
7070,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,10
7071,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,2
7072,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,8
7073,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.052,5
7074,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,8
7075,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.052,5
7076,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.508,5
7077,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,4
7078,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,6
7079,"16,433",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,6
7080,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,5
7081,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,5
7082,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,7
7083,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,2
7084,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,16
7085,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,12
7086,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,5
7087,"12,894",46,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,1
7088,"12,894",46,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,4
7089,"6,418",63,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,15
7090,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,5
7091,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.052,4
7092,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,7
7093,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,3
7094,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,7
7095,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.052,7
7096,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.052,4
7097,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,1
7098,"6,418",63,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,8
7099,"14,183",51,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,4
7100,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,2
7101,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,7
7102,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,1
7103,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,2
7104,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,3
7105,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,12
7106,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,7
7107,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.052,5
7108,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,5
7109,"16,433",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,3
7110,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,8
7111,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.052,5
7112,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,8
7113,"13,694",42,2019,2021,12,21,고덕동,고덕그라시움,11740,59.052,6
7114,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,6
7115,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,8
7116,"16,433",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,4
7117,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,9
7118,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.052,4
7119,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.508,1
7120,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,7
7121,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,7
7122,"16,643",22,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,6
7123,"17,514",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,2
7124,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.785,7
7125,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.508,1
7126,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.052,1
7127,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,11
7128,"17,294",24,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,13
7129,"12,253",44,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,8
7130,"16,433",23,2019,2021,12,21,고덕동,고덕그라시움,11740,59.028,12
7131,"71,000",0,2011,2021,12,21,고덕동,고덕 아이파크,11740,59.99,10
7132,"73,000",0,1995,2021,12,22,고덕동,배재현대,11740,84.9,8
7133,"35,625",0,2011,2021,12,22,고덕동,고덕 아이파크,11740,59.99,7
7134,"35,625",0,2011,2021,12,22,고덕동,고덕 아이파크,11740,59.99,1
7135,"35,625",0,2011,2021,12,22,고덕동,고덕 아이파크,11740,59.99,1
7136,"60,000",0,2016,2021,12,22,고덕동,래미안힐스테이트고덕,11740,59.35,11
7137,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,2
7138,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,8
7139,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,2
7140,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.028,7
7141,"6,418",63,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,2
7142,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.028,11
7143,"17,514",23,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,3
7144,"17,514",23,2019,2021,12,22,고덕동,고덕그라시움,11740,59.028,4
7145,"17,514",23,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,6
7146,"17,514",23,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,7
7147,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,7
7148,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,7
7149,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,3
7150,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,4
7151,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,5
7152,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.028,4
7153,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,6
7154,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.028,6
7155,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,7
7156,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.028,6
7157,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,5
7158,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,2
7159,"17,294",24,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,5
7160,"17,514",23,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,7
7161,"17,514",23,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,2
7162,"75,000",0,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,9
7163,"17,514",23,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,5
7164,"68,000",0,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,9
7165,"17,514",23,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,7
7166,"17,514",23,2019,2021,12,22,고덕동,고덕그라시움,11740,59.785,4
7167,"55,000",100,2019,2021,12,22,고덕동,고덕그라시움,11740,84.24,26
7168,"17,294",24,2019,2021,12,23,고덕동,고덕그라시움,11740,59.028,6
7169,"19,872",33,2019,2021,12,23,고덕동,고덕그라시움,11740,59.028,3
7170,"12,894",46,2019,2021,12,23,고덕동,고덕그라시움,11740,59.028,5
7171,"17,294",24,2019,2021,12,23,고덕동,고덕그라시움,11740,59.028,5
7172,"14,494",38,2019,2021,12,23,고덕동,고덕그라시움,11740,59.028,12
7173,"17,294",24,2019,2021,12,23,고덕동,고덕그라시움,11740,59.785,2
7174,"16,433",23,2019,2021,12,23,고덕동,고덕그라시움,11740,59.785,5
7175,"17,514",23,2019,2021,12,23,고덕동,고덕그라시움,11740,59.785,3
7176,"17,514",23,2019,2021,12,23,고덕동,고덕그라시움,11740,59.028,5
7177,"17,294",24,2019,2021,12,23,고덕동,고덕그라시움,11740,59.785,3
7178,"68,250",0,2016,2021,12,23,고덕동,래미안힐스테이트고덕,11740,84.9,16
7179,"17,294",24,2019,2021,12,23,고덕동,고덕그라시움,11740,59.028,11
7180,"18,583",29,2019,2021,12,24,고덕동,고덕그라시움,11740,59.785,6
7181,"17,514",23,2019,2021,12,24,고덕동,고덕그라시움,11740,59.028,4
7182,"17,514",23,2019,2021,12,24,고덕동,고덕그라시움,11740,59.785,10
7183,"34,650",0,1995,2021,12,24,고덕동,배재현대,11740,59.94,17
7184,"70,000",0,2016,2021,12,24,고덕동,래미안힐스테이트고덕,11740,59.96,28
7185,"55,125",0,2016,2021,12,24,고덕동,래미안힐스테이트고덕,11740,84.83,35
7186,"17,294",24,2019,2021,12,24,고덕동,고덕그라시움,11740,59.028,4
7187,"17,294",24,2019,2021,12,24,고덕동,고덕그라시움,11740,59.785,10
7188,"35,000",70,2011,2021,12,24,고덕동,고덕 아이파크,11740,84.98,10
7189,"100,000",0,2019,2021,12,24,고덕동,고덕그라시움,11740,84.244,7
7190,"17,294",24,2019,2021,12,24,고덕동,고덕그라시움,11740,59.028,7
7191,"16,433",23,2019,2021,12,24,고덕동,고덕그라시움,11740,59.785,6
7192,"35,700",84,2019,2021,12,24,고덕동,고덕그라시움,11740,84.244,14
7193,"10,000",250,2016,2021,12,25,고덕동,래미안힐스테이트고덕,11740,84.83,34
7194,"50,000",100,2019,2021,12,26,고덕동,고덕그라시움,11740,73.873,10
7195,"56,700",0,2016,2021,12,27,고덕동,래미안힐스테이트고덕,11740,84.88,16
7196,"73,000",0,1995,2021,12,27,고덕동,배재현대,11740,84.9,2
7197,"44,100",0,2019,2021,12,27,고덕동,고덕그라시움,11740,59.052,3
7198,"17,514",23,2019,2021,12,27,고덕동,고덕그라시움,11740,59.785,2
7199,"17,514",23,2019,2021,12,27,고덕동,고덕그라시움,11740,59.785,6
7200,"17,514",23,2019,2021,12,27,고덕동,고덕그라시움,11740,59.785,8
7201,"100,000",0,2019,2021,12,27,고덕동,고덕그라시움,11740,84.244,21
7202,"16,433",23,2019,2021,12,28,고덕동,고덕그라시움,11740,59.785,3
7203,"65,620",0,2011,2021,12,28,고덕동,고덕 아이파크,11740,84.98,18
7204,"90,000",0,2011,2021,12,28,고덕동,고덕 아이파크,11740,84.98,8
7205,"45,675",0,1996,2021,12,28,고덕동,아남1,11740,84.91,6
7206,"47,250",0,2019,2021,12,29,고덕동,고덕그라시움,11740,59.785,4
7207,"20,000",270,2016,2021,12,29,고덕동,래미안힐스테이트고덕,11740,97.26,19
7208,"93,000",0,2016,2021,12,29,고덕동,래미안힐스테이트고덕,11740,84.83,33
7209,"85,000",0,2016,2021,12,29,고덕동,래미안힐스테이트고덕,11740,84.88,2
7210,"17,234",25,2019,2021,12,29,고덕동,고덕그라시움,11740,59.028,5
7211,"18,583",29,2019,2021,12,29,고덕동,고덕그라시움,11740,59.785,8
7212,"17,294",24,2019,2021,12,29,고덕동,고덕그라시움,11740,59.785,6
7213,"80,000",0,2019,2021,12,29,고덕동,고덕그라시움,11740,73.873,1
7214,"35,000",35,2011,2021,12,30,고덕동,고덕 아이파크,11740,59.99,6
7215,"57,876",33,2011,2021,12,30,고덕동,고덕 아이파크,11740,84.98,15
7216,"102,900",0,2019,2021,12,30,고덕동,고덕그라시움,11740,113.192,19
7217,"90,000",0,2019,2021,12,30,고덕동,고덕그라시움,11740,84.244,9
7218,"14,934",36,2019,2021,12,30,고덕동,고덕그라시움,11740,59.028,5
7219,"12,894",46,2019,2021,12,31,고덕동,고덕그라시움,11740,59.785,4
7220,"90,000",90,2016,2021,12,31,고덕동,래미안힐스테이트고덕,11740,120.01,2
7221,"17,294",24,2019,2021,12,31,고덕동,고덕그라시움,11740,59.785,6
7222,"45,150",0,2019,2021,12,1,상일동,고덕센트럴IPARK,11740,59.97,10
7223,"8,148",32,2021,2021,12,1,상일동,강동리엔파크11단지,11740,29.98,2
7224,"11,666",14,2021,2021,12,1,상일동,강동리엔파크14단지,11740,29.84,3
7225,"11,014",13,2021,2021,12,1,상일동,강동리엔파크14단지,11740,29.84,9
7226,"8,856",28,2021,2021,12,1,상일동,강동리엔파크14단지,11740,29.84,11
7227,"8,364",27,2021,2021,12,1,상일동,강동리엔파크14단지,11740,29.84,9
7228,"8,856",28,2021,2021,12,1,상일동,강동리엔파크14단지,11740,29.84,3
7229,"9,348",30,2021,2021,12,1,상일동,강동리엔파크14단지,11740,29.84,10
7230,"9,348",30,2021,2021,12,1,상일동,강동리엔파크14단지,11740,29.84,8
7231,"4,674",39,2021,2021,12,1,상일동,강동리엔파크14단지,11740,29.84,8
7232,"9,876",23,2021,2021,12,1,상일동,강동리엔파크11단지,11740,29.98,5
7233,"7,110",9,2021,2021,12,1,상일동,강동리엔파크11단지,11740,17.98,19
7234,"7,110",9,2021,2021,12,1,상일동,강동리엔파크11단지,11740,17.97,4
7235,"7,110",9,2021,2021,12,1,상일동,강동리엔파크11단지,11740,17.98,20
7236,"5,400",17,2021,2021,12,1,상일동,강동리엔파크11단지,11740,17.97,5
7237,"5,400",17,2021,2021,12,1,상일동,강동리엔파크11단지,11740,17.97,4
7238,"5,400",17,2021,2021,12,1,상일동,강동리엔파크11단지,11740,17.98,20
7239,"9,348",30,2021,2021,12,1,상일동,강동리엔파크11단지,11740,29.98,3
7240,"9,348",30,2021,2021,12,1,상일동,강동리엔파크11단지,11740,29.98,6
7241,"9,348",30,2021,2021,12,1,상일동,강동리엔파크11단지,11740,29.98,2
7242,"8,856",28,2021,2021,12,1,상일동,강동리엔파크11단지,11740,29.98,5
7243,"5,100",16,2021,2021,12,1,상일동,강동리엔파크11단지,11740,17.98,5
